src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,traffic_volume,packet_flags,payload_content,connection_duration,geolocation_data,dns_request_pattern,user_info
122.88.43.43,116.10.83.253,19630,54783,TCP,780,2023-10-25 11:05:54,7638,ACK,Response number behavior security sort. Member yard statement movement.,187,Rwanda,Failed,ocobb
83.236.245.194,48.247.153.152,1570,49828,UDP,1445,2023-10-25 11:59:47,9206,SYN,White scene tough study middle less. Particularly response national thousand.,2217,Australia,Failed,andersondaniel
94.87.105.217,124.152.175.96,50858,58667,UDP,789,2023-10-25 11:09:04,9160,FIN,Family source surface. Seat everything field significant partner guy it.,2427,Saint Helena,Failed,webbrichard
9.78.238.137,111.58.110.139,72,6802,UDP,1460,2023-10-25 00:13:40,5017,FIN,Three discuss to that large.,3073,Germany,Suspicious,janicecline
185.25.51.192,45.59.102.142,24829,47881,ICMP,869,2023-10-25 12:08:30,5478,SYN,She with black big toward. Strategy major fear major force account.,1576,South Africa,Suspicious,jordancathy
147.247.125.16,18.158.255.18,64287,18931,UDP,496,2023-10-25 08:08:12,7980,ACK,Smile one bed less between spring. You organization shake space hear also.,1282,Egypt,Failed,andrew09
192.213.79.240,218.207.3.166,30225,44083,TCP,823,2023-10-24 21:57:59,2552,FIN,Responsibility age scientist six next. Friend specific seven age material keep.,73,Guyana,Normal,clarketroy
34.180.217.214,56.130.10.133,17273,38091,TCP,428,2023-10-24 16:32:55,526,ACK,Address administration speech provide trip.,1668,Guyana,Suspicious,erica11
40.239.143.169,195.208.111.142,4904,27368,ICMP,930,2023-10-25 12:10:55,7301,RST,Early pick likely recent. Difference nothing coach situation. Color never technology among.,3007,French Guiana,Suspicious,debranguyen
102.236.237.220,216.147.149.194,55162,3650,TCP,1154,2023-10-25 13:20:39,7925,FIN,Visit artist leave try allow. Father rest there than prepare do market.,3305,United States Minor Outlying Islands,Suspicious,robinsonlaurie
32.187.248.169,126.209.242.243,21337,56216,ICMP,362,2023-10-24 18:26:00,6585,RST,Her consumer guess seat meet have nothing. Get final force and thousand others.,1633,Fiji,Normal,hancockdaniel
26.85.230.171,118.251.97.5,37166,34814,TCP,423,2023-10-24 17:06:41,7339,SYN,Stay cut why. Exist among hot why. Threat difference after.,1541,Peru,Suspicious,rojasjoseph
163.169.55.121,113.59.77.37,61865,26429,TCP,802,2023-10-25 10:44:28,5349,ACK,Current fund most response admit say. Matter fact article education range.,3110,Uzbekistan,Normal,jamesjeremy
95.32.31.246,198.87.95.4,449,27728,UDP,1348,2023-10-24 18:03:23,6079,FIN,Hour by building. Should show happy ever.,449,Palau,Normal,wmontgomery
59.104.232.24,58.247.48.36,50639,14497,ICMP,1416,2023-10-25 00:15:20,6426,FIN,Room light arm onto admit open.,1047,Ecuador,Failed,qmiller
42.104.9.252,126.187.148.93,23309,19732,UDP,373,2023-10-25 13:35:32,6589,SYN,Recent floor medical subject Mrs behind manage from. Various sure pay win writer paper.,741,Faroe Islands,Failed,amy73
217.30.229.69,146.130.48.163,36026,15221,TCP,769,2023-10-25 12:02:41,2047,FIN,Data later production face development sea age. Huge past leader power page.,2218,Comoros,Failed,nicholsvanessa
159.113.57.79,205.216.102.81,34676,55985,UDP,293,2023-10-24 19:03:21,9416,SYN,Response million top. Direction night produce water civil computer. Term vote own better.,1411,Georgia,Suspicious,qray
123.254.123.162,153.191.17.60,36075,57727,TCP,937,2023-10-24 18:38:43,8988,FIN,Fish carry make seem picture. Professional smile his type arm new.,2000,Algeria,Failed,ytucker
60.14.103.133,156.66.163.109,4137,2388,UDP,397,2023-10-25 08:33:33,3858,SYN,Short shoulder pressure while sign art. Light task difference Democrat executive skill rule reduce.,2496,Slovakia (Slovak Republic),Suspicious,zstewart
131.165.0.167,55.107.189.220,45324,503,UDP,734,2023-10-25 13:21:12,9508,SYN,"More mother whose American reflect.
Raise security up. General add door long ago deal.",674,Qatar,Suspicious,david78
79.193.15.66,100.202.152.101,26133,15163,ICMP,1361,2023-10-24 22:37:59,6942,FIN,Model class in answer late commercial. Class discussion ago attorney area.,2074,Pakistan,Failed,shawnroy
192.177.163.92,48.0.239.18,21001,55332,ICMP,1237,2023-10-25 06:39:50,3623,SYN,Rise box have down because people yard. Push spring reduce.,2647,Peru,Suspicious,jessecurry
186.74.251.211,34.22.142.40,23295,10188,UDP,1086,2023-10-25 11:59:52,4777,RST,Although night word south success official media. Bag five hold also building live matter.,2683,Kyrgyz Republic,Suspicious,juliemorgan
74.54.7.63,34.203.18.15,1183,28588,TCP,515,2023-10-25 09:33:15,9606,RST,Game around simply computer operation create. By police together open figure under effort.,2160,Luxembourg,Failed,nicolemartin
21.171.160.71,155.18.160.141,11880,26034,ICMP,426,2023-10-25 05:21:55,907,RST,Blood central cultural front spend thus per. Else major fall attention prevent actually.,1500,Czech Republic,Failed,woodpatrick
19.236.136.107,87.124.167.93,38380,44546,UDP,831,2023-10-24 20:49:32,7398,ACK,Adult glass reduce military who under. Which follow support both data mention author strategy.,399,Afghanistan,Normal,gshannon
74.24.159.120,150.72.50.27,27849,44419,TCP,1171,2023-10-25 05:30:09,7196,RST,Federal significant treat true. Level read learn final why focus.,2917,Benin,Normal,smithmelissa
81.119.145.190,138.67.187.78,42606,55803,TCP,187,2023-10-25 04:05:13,4363,ACK,"Up turn back.
Resource crime notice many western range.
Southern thank defense forward both.",2689,Honduras,Suspicious,tommy92
189.109.131.239,30.113.226.52,46002,25092,UDP,1070,2023-10-24 17:40:01,9516,FIN,Realize forget where soon plan per.,231,Cameroon,Normal,schmidtdaniel
123.90.151.92,194.134.199.47,14375,7649,TCP,383,2023-10-25 08:41:26,7376,RST,Personal certain mouth network great language. Sense sea look positive campaign.,2919,El Salvador,Normal,julianwells
58.185.212.110,190.131.242.97,3679,52020,ICMP,1332,2023-10-25 14:14:59,5784,ACK,"Start cut everyone reach a would.
Effect blood prepare. View remember girl action real.",373,Burkina Faso,Suspicious,phillipwilliams
1.238.216.134,70.41.157.154,54754,51667,TCP,758,2023-10-24 15:36:09,5061,SYN,Civil certainly behind material. Doctor get nor little.,217,Peru,Failed,oescobar
181.111.173.203,145.31.27.135,56033,44443,UDP,504,2023-10-25 11:18:18,3988,RST,Player alone young chair money security usually. Anything them purpose price hour kid.,1672,Lao People's Democratic Republic,Normal,wmartinez
136.191.200.244,172.3.102.181,22757,64526,UDP,696,2023-10-24 18:09:22,8570,ACK,Break house TV ahead simply. Total month usually alone cost. Risk he media help issue much.,1398,Greece,Suspicious,kmartinez
212.94.212.58,17.234.27.189,17072,48610,TCP,1478,2023-10-24 22:14:11,8899,SYN,Process theory unit nation. Bit now similar agree course get.,1814,Qatar,Suspicious,garyhill
108.207.113.121,161.223.72.174,55669,56767,TCP,281,2023-10-25 07:23:53,4491,ACK,Police police need describe. This smile arm argue. Toward nearly suffer.,2632,Ireland,Suspicious,michelle66
21.202.219.43,32.139.122.82,29302,16745,TCP,118,2023-10-25 05:51:53,7916,SYN,Impact occur performance knowledge kid poor. Wall keep late difference fish guy include.,2968,Greenland,Failed,julie85
10.67.108.168,61.181.191.98,43767,21893,UDP,1386,2023-10-25 04:27:48,5995,SYN,Staff keep strategy deal. Offer old beat camera car participant life.,2155,Aruba,Normal,erinroberts
78.156.48.140,174.205.3.215,24649,32654,ICMP,1269,2023-10-25 10:14:25,2603,ACK,"Behind hand too hand.
Already evidence someone trial.",2030,Netherlands,Failed,burgesskathleen
55.18.212.156,60.118.200.34,13238,52423,UDP,305,2023-10-25 09:39:28,4615,RST,Present almost smile career instead soon later. Artist yourself health again will media.,1617,Madagascar,Failed,chandlerbrandon
200.148.6.30,174.115.61.168,17510,13431,TCP,690,2023-10-24 18:00:49,7714,RST,Wide future treat himself skill memory ever.,1471,Lithuania,Suspicious,joshua46
212.52.210.214,67.233.41.110,9405,44244,ICMP,1160,2023-10-24 19:21:13,2964,FIN,Fill many similar quite agreement. Left size on force. Can I part feeling fight some boy.,493,Albania,Normal,michael94
145.73.83.110,103.116.19.52,58135,15520,TCP,251,2023-10-25 07:53:32,307,ACK,According hold culture style. Who choice see claim available. Final piece doctor system involve.,2378,Turkey,Normal,kevincantrell
1.248.100.218,84.39.173.115,3650,13228,UDP,176,2023-10-25 10:06:49,6791,FIN,Base thousand authority world above. Lead seem as firm standard never.,1185,Anguilla,Failed,edwardmiller
50.10.16.139,192.101.184.236,27032,33778,ICMP,1475,2023-10-25 03:23:42,4585,SYN,Artist single financial whole. Partner culture go.,2476,French Polynesia,Normal,lorettasparks
202.105.107.126,64.196.193.210,52973,31491,TCP,1166,2023-10-24 21:47:54,8313,FIN,Task class describe of politics according leader. Trip discover note girl specific six tough.,2476,Tanzania,Failed,dianeschneider
112.230.205.80,115.10.183.69,64633,35531,UDP,562,2023-10-24 17:30:43,1204,ACK,Town management sport performance. Nature myself discuss.,1424,Gibraltar,Normal,reynoldsvalerie
8.218.192.33,116.174.101.247,58540,13809,ICMP,1411,2023-10-25 13:18:59,484,FIN,Safe loss economic relate century change. Concern water small attorney.,2954,Kazakhstan,Failed,haydencindy
147.52.116.123,207.210.9.115,13495,62001,UDP,995,2023-10-25 12:12:02,2167,ACK,Necessary cause offer whose sure. Network of drug better rise structure need third.,184,Heard Island and McDonald Islands,Suspicious,charles23
185.84.61.27,40.192.68.233,36855,40605,TCP,1365,2023-10-24 14:43:52,767,ACK,Field beautiful ground election return above toward. Knowledge lawyer single control and why.,129,Israel,Suspicious,richardmartin
19.190.198.63,218.195.175.116,8846,18523,UDP,687,2023-10-24 21:15:59,592,RST,Kind attack nation himself mention entire. General stage friend exist child prepare.,2573,Svalbard & Jan Mayen Islands,Failed,adamrichard
14.248.40.33,170.6.248.160,629,32503,UDP,338,2023-10-24 18:56:52,8497,FIN,Piece heavy effort argue trouble simple participant. Community security hotel they tonight.,2986,Bulgaria,Normal,alyssagarcia
206.132.123.4,73.122.116.57,15183,40872,ICMP,166,2023-10-25 10:44:32,7537,RST,Might base oil other guess goal. Realize long mean kind.,3428,Samoa,Normal,watsonbrandon
173.210.221.117,72.47.213.70,18774,56057,TCP,134,2023-10-25 08:37:00,2994,ACK,Hope style bar amount. Young simple past bag analysis.,3315,Tajikistan,Failed,nmartinez
68.22.131.248,179.126.51.229,7074,44512,UDP,1190,2023-10-25 06:19:11,8040,ACK,Hundred four blood explain. Or these must.,2598,South Georgia and the South Sandwich Islands,Failed,duncankaitlyn
72.13.135.154,175.127.186.49,51263,9815,UDP,151,2023-10-25 10:39:47,8009,FIN,Suffer success share decide forward modern along common. List whatever before one north owner.,1752,Dominican Republic,Failed,codyperez
191.189.93.62,157.213.165.250,11391,37966,UDP,88,2023-10-25 08:53:10,6408,FIN,Computer arrive sea Mr.,2263,Cote d'Ivoire,Suspicious,courtney80
46.183.229.33,123.190.159.47,18462,42933,UDP,889,2023-10-25 07:01:23,4570,RST,Feel opportunity group north like data.,784,Montserrat,Suspicious,dyershawn
87.94.23.246,214.125.25.109,12806,45157,TCP,538,2023-10-25 07:24:52,4490,RST,Item moment two. Money machine continue. Behavior community reduce manager.,322,American Samoa,Normal,yatesmelissa
192.172.200.163,138.223.69.39,2797,555,UDP,382,2023-10-25 05:50:46,354,ACK,Generation run exist him. Child room think range southern single newspaper.,1603,Solomon Islands,Failed,amywilliams
205.10.84.90,92.131.174.183,9560,1649,TCP,784,2023-10-25 08:48:07,3931,FIN,Spend budget far kid think professor. Drop game foot recently kind because.,2626,Cambodia,Suspicious,hwilliams
57.215.32.216,78.25.133.29,29974,9308,ICMP,889,2023-10-24 23:02:34,9488,RST,Action seat crime address structure conference.,2493,Cocos (Keeling) Islands,Failed,harrisoncrystal
103.248.61.198,120.147.40.109,41937,45669,UDP,426,2023-10-25 01:22:59,2478,SYN,Can charge outside light case century world.,2541,Christmas Island,Suspicious,leahmurphy
217.41.124.205,43.89.140.81,4883,38951,ICMP,1346,2023-10-25 05:57:34,5651,FIN,Six bar lot second whatever item. Herself improve model. Forget from admit hot.,417,Bulgaria,Suspicious,rhall
56.168.56.65,155.173.210.55,28728,20858,ICMP,514,2023-10-25 03:26:30,2385,FIN,Firm these possible PM hour cell nature. Threat raise thousand put method enter dream.,286,Reunion,Failed,yestrada
1.195.210.86,161.132.224.170,6200,16140,UDP,733,2023-10-25 10:38:10,7494,ACK,Trade beyond father behavior worry effort. Memory music east push.,539,Nigeria,Failed,leahmarshall
86.165.78.152,185.63.67.179,11683,56767,ICMP,1093,2023-10-25 07:27:29,7764,SYN,"Nature young dinner have.
Maintain draw real end account technology he half.",1076,Sweden,Suspicious,mcollins
21.144.94.149,56.56.66.109,59615,27225,ICMP,144,2023-10-25 01:44:04,7006,SYN,Risk offer yes school. Idea relate between. It before whole arrive impact.,635,China,Failed,perezbruce
45.131.71.113,32.127.77.194,39016,60885,UDP,360,2023-10-24 23:08:54,2883,ACK,Color almost star nearly. State range way.,1648,Cuba,Failed,julie12
181.80.196.123,88.209.171.77,39186,10054,ICMP,703,2023-10-24 22:43:53,2792,ACK,Size company already vote. Consumer hard huge line. Operation special success.,2699,Cuba,Normal,aaron71
221.173.189.31,173.217.245.34,6301,15812,UDP,1466,2023-10-25 14:08:30,9844,FIN,Act free building blue art. Employee say receive manager east necessary also. Trade scene order I.,2221,Anguilla,Suspicious,kerrtammy
30.17.199.117,30.120.21.177,11685,57878,UDP,756,2023-10-25 12:06:54,6419,RST,Record child watch collection. Management during democratic good management.,168,Kazakhstan,Normal,maylisa
129.0.29.127,81.157.135.100,31898,19898,UDP,1444,2023-10-25 12:14:38,1998,FIN,Nation product experience service whole western. This quite young even pretty cost those.,1263,Monaco,Normal,davidgriffith
35.137.148.101,166.38.149.52,43050,5506,UDP,1057,2023-10-25 06:51:12,6294,SYN,"Pull his once cut she.
Feel school simple fear begin fear yet. One animal language assume soldier.",1479,Timor-Leste,Normal,beth57
212.241.83.62,87.156.22.53,6860,65218,UDP,1423,2023-10-25 00:27:05,5535,RST,Night dream art deal month police. Road green gas body condition short.,3442,Norway,Suspicious,taylorsandra
107.246.179.241,17.221.230.52,52482,20067,TCP,91,2023-10-25 13:06:32,3509,ACK,Star whatever themselves mother develop. Avoid understand point black indeed chair.,3069,Somalia,Normal,phillip82
37.103.254.151,156.137.118.207,33026,611,UDP,1014,2023-10-25 02:45:55,7173,FIN,Stop set notice nearly report significant.,885,Dominican Republic,Suspicious,browngregory
82.233.2.189,46.131.120.180,42210,10801,ICMP,250,2023-10-24 23:18:18,194,ACK,Product type hour single even range. Gun prepare how somebody. Month every your subject last.,280,Norway,Suspicious,ramirezdonald
203.2.76.13,153.36.176.52,16832,54762,ICMP,125,2023-10-25 02:32:34,1583,ACK,Network public time heavy plan size team. Own for never education recent.,657,Tajikistan,Failed,ryan92
142.155.79.149,148.247.122.73,17681,35228,ICMP,517,2023-10-25 11:47:25,5082,FIN,Institution song that out feeling red. Local someone tend indeed.,3450,Honduras,Normal,donald97
87.112.171.94,20.173.231.62,22448,34001,ICMP,397,2023-10-24 14:42:36,413,FIN,Turn involve instead. Able exist film quality authority.,2952,Afghanistan,Failed,ugoodwin
141.91.65.156,134.207.238.9,18280,27010,TCP,911,2023-10-25 11:12:27,2038,ACK,Ahead believe child work herself. Question music day partner trade door fish identify.,1713,Belize,Normal,andrea59
199.71.0.65,152.248.138.227,52546,21870,TCP,1197,2023-10-25 02:31:48,586,FIN,Leave later huge anything truth. Year threat life ago.,2319,Faroe Islands,Failed,pharmon
24.241.232.252,170.238.132.230,8087,49765,TCP,562,2023-10-25 06:36:49,8143,ACK,Gas draw under tree.,748,Togo,Suspicious,alexander92
124.91.9.13,110.201.228.0,50672,64336,UDP,794,2023-10-24 17:03:40,4166,ACK,Particular natural career. Majority bill bar.,2743,Svalbard & Jan Mayen Islands,Normal,antoniobarton
53.147.105.211,19.233.98.185,43485,64014,UDP,989,2023-10-24 20:59:20,5160,SYN,Happen evidence song since hundred seven.,2199,Moldova,Suspicious,brandon89
56.141.92.24,132.76.194.104,56495,21392,UDP,1351,2023-10-25 13:42:19,4151,FIN,Allow yourself side Democrat late myself risk. Alone sound main entire none.,1033,Mauritania,Suspicious,rodriguezbrian
200.58.234.215,104.202.251.57,22977,56044,TCP,175,2023-10-25 10:20:23,3745,FIN,Staff size child rise culture simple.,509,Saudi Arabia,Normal,dianestanley
39.67.124.88,145.49.212.110,43431,44341,TCP,1131,2023-10-25 06:38:40,4406,RST,Everyone author hair say world production. Do laugh democratic rich military wrong.,1350,United States of America,Suspicious,rebeccachang
208.84.59.84,166.230.208.99,56427,12465,UDP,65,2023-10-24 22:39:44,1570,SYN,Sport language wind not. Mission I reason lead girl firm somebody.,1357,Central African Republic,Suspicious,fischerkimberly
122.72.31.155,3.144.100.52,1707,26022,TCP,512,2023-10-25 04:09:58,1040,ACK,Oil participant trade almost. Building eye cover camera event power. Suffer Mrs ground offer main.,1325,Philippines,Normal,flowersteresa
141.38.239.247,136.19.253.128,10337,5537,ICMP,1092,2023-10-25 06:38:46,9305,FIN,Act cell collection end. Economic give nature simple anyone. Best time house similar baby fly.,2345,Latvia,Suspicious,jamie27
217.0.53.200,11.18.248.23,59491,21807,ICMP,1365,2023-10-25 04:19:36,9556,FIN,Let continue drive third late major stand. Town agency assume over.,467,South Africa,Failed,zbanks
101.17.206.254,122.193.191.139,10298,28725,ICMP,433,2023-10-25 09:26:13,7066,ACK,Then hot start leader. Cut million view attention attorney each.,2790,Luxembourg,Suspicious,alexanderrice
183.111.118.214,137.204.177.119,3881,34668,TCP,734,2023-10-24 16:21:12,5479,ACK,So dog computer fire. Manage agree election response choose pass. Forward she film walk.,842,Canada,Normal,baileyjamie
103.164.184.238,133.17.221.253,60928,62860,TCP,984,2023-10-24 16:31:51,3770,SYN,Air subject kitchen green. Reduce child outside company fast behavior recognize.,790,Macao,Normal,hgolden
45.18.69.122,181.153.248.97,52164,56214,TCP,1149,2023-10-24 18:58:32,4794,RST,Newspaper team reveal third third. Behavior paper think western along government wall.,255,Angola,Normal,tracy28
170.163.123.177,50.168.213.148,35742,7284,UDP,1237,2023-10-25 05:37:06,6829,ACK,Various claim save. Medical reflect third data gun likely.,1471,Saint Pierre and Miquelon,Failed,calebmendez
78.36.235.205,210.197.97.185,62520,40447,UDP,415,2023-10-25 02:52:53,1079,FIN,Far project return protect. Produce hour off.,1310,Niger,Normal,kmcmahon
200.171.204.128,31.205.43.115,3016,12869,ICMP,1395,2023-10-25 12:18:00,7526,FIN,With during education program free.,2905,Korea,Normal,churchsteven
106.107.231.182,31.131.105.73,54686,37191,ICMP,1151,2023-10-24 23:37:37,4847,ACK,Go red special knowledge modern day. Past arm top character interest. Author look worry yet church.,2496,Guernsey,Failed,copelandandrew
31.217.234.176,207.70.188.85,23975,1709,TCP,1057,2023-10-25 09:39:17,6686,ACK,Capital PM nice manage bed old. Charge home Republican part cell.,999,Swaziland,Failed,phambrandon
115.105.250.7,26.12.120.73,29875,56925,ICMP,502,2023-10-25 11:49:53,2073,RST,Act big area compare note three. Challenge person common. For alone seek describe entire mean.,957,Saudi Arabia,Normal,thomaschan
143.139.168.151,150.88.65.175,52688,1891,ICMP,1391,2023-10-24 23:37:19,3219,RST,"Return should machine.
White other glass find everybody compare. Plant stuff mean relate take.",887,Peru,Failed,wilsonjames
65.93.56.92,21.121.56.89,18302,51523,ICMP,923,2023-10-25 00:49:05,6864,RST,Position because position at fast attention several Republican. East nothing until world.,228,Germany,Failed,gcamacho
52.21.214.89,128.18.53.137,46546,29650,TCP,227,2023-10-25 10:30:52,6370,RST,Paper protect government city general focus. Side career cup mission personal perform.,973,Argentina,Failed,medinapamela
105.51.69.165,121.128.115.223,34307,49930,ICMP,115,2023-10-25 08:49:53,7549,FIN,Kitchen nothing up anything appear certain. Others six whatever glass bring.,1798,Belize,Suspicious,juliehicks
190.9.159.253,120.14.152.19,59920,26720,TCP,1436,2023-10-25 03:26:43,859,FIN,Concern share high. Point behind around hard rule set past certain.,1353,Korea,Normal,lynn04
56.254.154.27,3.37.9.124,55755,21341,TCP,983,2023-10-25 08:16:33,6418,FIN,Fund buy guy natural rock. Father cover dog difficult. Parent house this pay.,2359,Norfolk Island,Normal,lbrock
57.63.246.112,46.10.134.219,22602,41140,TCP,1040,2023-10-25 11:25:03,8737,RST,"Any since also fish break.
Experience seem political team challenge. Reduce senior lead image.",1197,Uganda,Suspicious,clee
146.99.92.66,86.92.95.194,19974,55960,TCP,951,2023-10-24 16:42:12,2062,ACK,Animal smile standard cost fall inside. Real strategy white.,853,Norfolk Island,Normal,jasmine31
133.41.36.219,81.174.247.212,39216,16111,TCP,1031,2023-10-25 00:09:32,439,SYN,Different hold success note American.,3126,Peru,Failed,desireegiles
86.150.17.79,128.82.159.98,16449,32049,ICMP,1322,2023-10-25 02:14:12,5394,FIN,Project fill teach possible. Well college lose particularly soldier. Data cause affect thing.,124,Jordan,Suspicious,jkhan
159.51.16.226,126.174.37.203,17460,62878,UDP,1480,2023-10-24 16:11:07,484,ACK,Employee responsibility hospital wish skill box.,3037,Romania,Suspicious,ivanlee
112.88.143.201,51.233.248.44,15228,14042,UDP,1180,2023-10-24 21:48:12,1345,FIN,Them establish interview peace marriage. Page through whole home include.,70,Morocco,Suspicious,vcannon
17.195.101.70,136.61.99.158,51407,61919,ICMP,1432,2023-10-24 21:07:48,3344,FIN,Continue personal down radio. Hope after wife spend amount husband say.,3148,India,Suspicious,wlowery
74.247.26.83,161.188.107.101,39116,62909,UDP,500,2023-10-25 07:44:25,5810,ACK,Choice son next may list. Like international contain pick must war better.,2594,Jamaica,Failed,johnsonwendy
171.20.159.94,110.97.30.43,1183,60346,UDP,726,2023-10-25 08:45:29,6945,ACK,Political single pass maybe any prove. Difference wear too.,3269,Monaco,Normal,wilsonapril
187.44.239.76,145.146.14.234,30285,51848,TCP,382,2023-10-25 03:42:15,1868,SYN,Back long hope here. Business measure campaign personal claim. Chair when least.,112,Niger,Normal,kford
86.189.148.171,22.41.226.30,33025,5739,TCP,1006,2023-10-24 17:04:55,9882,FIN,Case fish even common democratic own. Eight start section current thought mention.,2508,Wallis and Futuna,Suspicious,yfisher
51.221.16.58,121.154.129.102,36405,37625,UDP,637,2023-10-25 05:25:20,8445,SYN,Place me seek art cost give. Both bank campaign occur seek.,1004,Norfolk Island,Suspicious,chadfranklin
104.250.17.165,97.76.170.251,50682,27510,ICMP,250,2023-10-25 03:02:05,5683,RST,Though she call mouth. Food try administration five box. Source win left each eat.,1376,Ethiopia,Normal,whitneyromero
198.163.98.66,52.34.217.82,65522,52981,ICMP,568,2023-10-25 04:22:33,2585,FIN,Push capital moment. Herself toward baby finish. Management without heart either Congress.,2512,American Samoa,Failed,erik26
206.105.104.210,82.56.8.11,62994,58894,TCP,512,2023-10-24 19:04:18,8134,FIN,Both type about radio not laugh. Enjoy likely bed different more land.,1081,Turkey,Normal,amanda65
160.255.14.210,80.125.34.45,13173,50843,UDP,766,2023-10-25 11:59:32,8846,RST,Line chair her she sister. Physical hundred away choice team room know.,1362,Vanuatu,Suspicious,steven58
173.195.179.178,209.197.69.113,28426,59795,ICMP,1417,2023-10-24 18:14:24,1896,ACK,Administration information hair development leave to investment.,669,Gambia,Failed,april68
149.242.234.194,210.57.46.149,5404,36185,TCP,1380,2023-10-24 22:44:59,3233,RST,Certain consider every price. Customer reality point. Teach change why security public nor.,2261,Senegal,Suspicious,nathanlopez
133.137.13.193,161.248.76.153,21883,14131,UDP,1448,2023-10-25 13:25:26,3562,RST,Board compare also thus. Whether name wide budget them fish. Address director amount.,1209,Bahrain,Failed,billyherrera
186.62.189.65,194.192.225.102,53347,22341,ICMP,820,2023-10-25 01:48:26,7602,RST,Production job relate interview around so. Out let late check fall month open particular.,227,United Arab Emirates,Failed,fwolfe
178.120.57.239,140.143.96.23,41789,54304,ICMP,875,2023-10-24 21:11:24,8123,RST,Adult but actually whether organization party. Head history long election.,3068,Lithuania,Failed,whitemegan
179.17.10.140,169.32.139.64,53031,56616,UDP,723,2023-10-24 21:36:14,2081,FIN,Bring between night consider service support.,1378,United Arab Emirates,Suspicious,qwhitaker
182.182.72.147,38.113.30.18,12953,27600,ICMP,1182,2023-10-25 01:35:14,7636,FIN,Bag film start bar remember these. Not force surface late. Operation there player bed several.,2124,Vanuatu,Failed,coreylevine
168.35.24.101,216.89.249.96,34702,23833,TCP,122,2023-10-24 19:16:28,4125,RST,Rest front sometimes keep rich wait could. Rich lot include behind popular budget school.,2312,Central African Republic,Normal,jennifer64
200.48.67.224,42.27.144.32,59601,18317,ICMP,1057,2023-10-25 09:04:22,2302,RST,Third name move adult. Top rule manage half. Red traditional we nor ahead.,411,Belgium,Normal,fjohnson
119.170.249.163,129.105.212.137,64198,10973,UDP,483,2023-10-25 09:48:24,5040,FIN,Ready job develop site manage. Agreement wind product marriage itself perform particularly watch.,3008,Australia,Failed,johnsoncynthia
93.109.202.253,46.72.150.240,13740,18857,ICMP,1443,2023-10-24 21:38:42,6014,FIN,Hundred nation alone side morning blue. Party back voice add keep agent thing.,3063,Tunisia,Normal,gwright
208.164.166.90,164.253.8.174,56913,12,TCP,374,2023-10-25 10:01:42,1388,ACK,Raise reflect however realize inside three firm. Major dream ok analysis hour peace.,1398,Falkland Islands (Malvinas),Suspicious,jfranklin
221.187.1.231,150.122.146.161,42683,49452,UDP,359,2023-10-25 08:17:14,2386,FIN,Suddenly nearly expert reflect explain. Really sometimes life study rich kitchen itself.,1375,Korea,Failed,codyrodriguez
76.151.211.207,2.165.106.13,32109,7436,TCP,80,2023-10-25 13:00:39,2439,FIN,Author could author difference school go run. Kid last true middle age.,2885,Bosnia and Herzegovina,Suspicious,abigailhansen
132.196.54.99,98.40.63.164,36140,49022,TCP,866,2023-10-24 17:11:04,8484,RST,Risk series education we make. Question house project technology condition.,621,Honduras,Suspicious,wyattroger
19.47.8.13,29.66.130.89,23328,47612,TCP,1145,2023-10-25 04:15:49,7614,FIN,Probably close three stay. North store air carry. Win expect difference apply certainly tonight.,986,Angola,Failed,whiteomar
164.8.204.125,198.106.7.174,49318,35480,UDP,559,2023-10-25 02:45:08,752,SYN,Physical hundred card worker. Establish not develop region miss.,2255,Switzerland,Failed,nicole13
171.230.108.198,61.252.12.204,11419,3384,TCP,1490,2023-10-25 03:59:32,5842,SYN,Safe your more degree range blue industry. Use though child physical.,22,Barbados,Suspicious,pmccoy
96.81.252.139,180.142.5.178,6856,3768,TCP,569,2023-10-24 18:53:46,6452,FIN,Dog remember baby benefit. Machine language serious however they decision. Five all want.,3545,Central African Republic,Suspicious,vholloway
141.175.159.147,170.227.137.11,40809,56956,UDP,439,2023-10-25 02:02:16,2832,ACK,Pm soldier ten yeah ever. Account you film hand sometimes. Phone thank believe above me.,352,Belarus,Suspicious,ydavidson
95.190.147.160,223.69.8.35,39422,45428,UDP,505,2023-10-24 18:49:19,1375,ACK,Lose accept employee wide girl really herself pressure. Rise own father film market along from.,1864,Isle of Man,Normal,timothy51
11.0.31.215,174.197.20.37,33041,20683,ICMP,995,2023-10-25 12:25:21,509,SYN,Key shake real call away least free. Board commercial may low but.,274,Madagascar,Failed,amandasmith
216.85.39.1,94.189.91.248,6123,40793,ICMP,702,2023-10-24 19:52:37,894,RST,Onto the throughout hundred find. Several ahead simple population bring.,1972,Somalia,Failed,gibsondaniel
40.217.58.163,111.255.46.151,29473,7169,UDP,950,2023-10-24 22:14:33,9710,SYN,World stuff any never director seek across. First trade stand money.,2941,Palestinian Territory,Failed,smithrobert
198.161.169.82,113.193.126.200,60,24119,ICMP,1346,2023-10-24 18:54:31,6544,RST,Cut nation production able partner. Reason sea war want.,3490,Saint Kitts and Nevis,Normal,stevencox
168.178.134.245,169.103.206.52,8685,50172,TCP,1170,2023-10-25 11:03:05,9021,RST,Drug forget read. Firm clear raise remember wear employee wish.,1537,Timor-Leste,Normal,zmonroe
